Episode,Mean_Game_Cooperation,Mean_Capital,Loss
116,1.0,5.879018289702279,774.9312744140625
117,1.0,5.877232687813895,766.741455078125
118,1.0,5.869196993964059,772.703369140625
119,1.0,5.733036203043802,709.8428344726562
120,1.0,5.853571832180023,751.8052978515625
121,0.9955357142857143,5.846875386578696,740.2091674804688
122,1.0,5.852232813835144,742.8515625
123,1.0,5.872768402099609,738.5537719726562
124,0.9955357142857143,6.096429237297603,758.5643310546875
125,1.0,6.075447082519531,788.6241455078125
126,1.0,5.74241133247103,684.477783203125
127,1.0,5.682589905602591,664.8296508789062
128,1.0,5.886607825756073,719.0701904296875
129,1.0,6.042857663972037,757.1137084960938
130,1.0,6.003571961607252,732.0332641601562
131,1.0,5.685268410614559,638.7100830078125
132,0.9955357142857143,5.929018480437143,679.4702758789062
133,1.0,5.892857679298946,695.884521484375
134,1.0,6.068750602858407,749.1277465820312
135,1.0,5.958036303520203,708.4310302734375
136,0.9955357142857143,6.026563124997275,677.729736328125
137,1.0,6.093750587531498,731.4891967773438
138,1.0,5.725446854318891,613.982421875
139,1.0,6.106250592640468,724.2833251953125
140,0.9955357142857143,5.937500664166042,624.1882934570312
141,1.0,5.702232565198626,597.6973876953125
142,1.0,5.984821949686323,676.093994140625
143,0.9955357142857143,5.942857912608555,624.110107421875
144,1.0,5.97410775082452,669.3991088867188
145,1.0,5.886161242212568,638.7282104492188
146,1.0,5.9950898034232,661.4778442382812
147,1.0,5.817411303520203,609.2384033203125
148,1.0,5.965179239000593,644.9116821289062
149,1.0,6.173214937959399,701.0883178710938
150,0.9955357142857143,6.02589351790292,624.1329956054688
151,1.0,5.916965041841779,614.7633666992188
152,1.0,5.897768531526838,594.2799682617188
153,1.0,6.01205427306039,627.8927612304688
154,1.0,5.9392862405095785,607.8736572265625
155,1.0,6.093750647136143,640.900390625
156,0.9955357142857143,6.147991742406573,621.6803588867188
157,1.0,6.27901839358466,691.1964721679688
158,1.0,6.113393647330148,638.3828125
159,1.0,6.050893477031162,620.947998046875
160,1.0,5.793750592640468,544.2223510742188
161,1.0,6.2058040755135675,650.3206176757812
162,1.0,6.216964960098267,644.2677001953125
163,1.0,5.95357198374612,575.7511596679688
164,1.0,5.808929128306253,536.6679077148438
165,1.0,5.8696432794843405,544.5601196289062
166,1.0,6.042411157063076,587.6976928710938
167,1.0,5.78973274571555,520.7003784179688
168,1.0,5.75625045810427,506.40814208984375
169,1.0,6.0263398034232,569.1676025390625
170,1.0,5.940179101058415,544.46240234375
171,1.0,5.988840069089617,555.6705322265625
172,1.0,6.183482766151428,593.74462890625
173,1.0,5.991964851106916,544.73974609375
174,1.0,6.0455363392829895,562.7384033203125
175,1.0,5.994196857724871,543.0982055664062
176,1.0,6.239286524908883,597.6423950195312
177,1.0,5.979464863027845,531.7731323242188
178,1.0,5.902232808726175,503.85992431640625
179,1.0,5.7821434651102335,482.75
180,1.0,6.167857800211225,564.2413330078125
181,0.9910714285714286,6.081473674092974,477.9471740722656
182,1.0,6.133929210049765,547.5745849609375
183,1.0,6.100446837288993,533.1990356445312
184,1.0,6.1004469735281805,529.9779052734375
185,1.0,5.924554203237806,486.5191650390625
186,1.0,5.974554078919547,491.0011901855469
187,1.0,6.073661293302264,513.6270751953125
188,1.0,6.191072200025831,540.0823364257812
189,1.0,6.100893650736127,517.043212890625
190,0.9910714285714286,5.948214863027845,427.4163513183594
191,1.0,6.104018441268376,510.36126708984375
192,1.0,5.840625592640468,445.9734191894531
193,1.0,6.127232960292271,510.3000793457031
194,0.9955357142857143,5.86607209273747,422.7086181640625
195,1.0,6.002679245812552,471.772705078125
196,1.0,6.060268351009914,486.8970031738281
197,1.0,6.188839793205261,511.2239990234375
198,0.9910714285714286,6.031696975231171,425.3211669921875
199,1.0,6.02366121326174,466.04461669921875
200,1.0,5.975447016102927,451.1038513183594
201,1.0,6.07857209444046,471.89398193359375
202,1.0,6.009821959904262,448.8558654785156
203,1.0,5.95848286151886,437.88983154296875
204,1.0,5.822768534932818,406.1416320800781
205,1.0,5.892857602664402,420.59356689453125
206,0.9955357142857143,5.848661473819187,406.65234375
207,1.0,5.979018577507564,431.3152160644531
208,0.9955357142857143,5.9950898034232,415.7048645019531
209,0.9955357142857143,5.933036412511553,390.3492736816406
210,1.0,5.859822068895612,402.25347900390625
211,0.9955357142857143,5.989286354609898,401.0636901855469
212,0.9955357142857143,6.04620624440057,410.4912414550781
213,0.9955357142857143,6.033482713358743,411.94512939453125
214,0.9955357142857143,5.991072118282318,416.8193664550781
215,0.9955357142857143,6.010268287999289,416.72943115234375
216,1.0,5.8669648851667136,387.9474182128906
217,1.0,6.1754471233912875,448.623046875
218,0.9955357142857143,6.018750369548798,392.8629455566406
219,1.0,6.116965012890952,431.933837890625
220,1.0,6.124554131712232,428.0167541503906
221,0.9955357142857143,5.960715140615191,375.9766540527344
222,1.0,5.857143316950117,370.4698181152344
223,1.0,6.055804371833801,409.5797424316406
224,1.0,6.011161259242466,397.8836975097656
225,1.0,6.220982789993286,431.2265625
226,1.0,6.141518431050437,417.2802734375
227,1.0,5.97901850938797,383.72357177734375
228,1.0,6.002232585634504,383.3144836425781
229,1.0,6.112500548362732,399.9478759765625
230,1.0,5.977232813835144,372.76873779296875
231,1.0,6.140625596046448,403.8475036621094
232,1.0,5.995982927935464,374.71966552734375
233,0.9955357142857143,5.900893611567361,340.2679748535156
234,1.0,6.220982960292271,411.9253845214844
235,0.9955357142857143,5.8848220109939575,334.21026611328125
236,1.0,5.866964902196612,345.1720886230469
237,1.0,6.009375674383981,365.7810974121094
238,1.0,6.071875725473676,373.775634765625
239,1.0,5.883036162172045,340.13873291015625
240,0.9955357142857143,6.063840014593942,344.98114013671875
241,1.0,6.071429099355425,370.79913330078125
242,0.9955357142857143,6.01339339358466,336.6595153808594
243,1.0,5.927679359912872,341.95587158203125
244,1.0,5.961161272866385,342.6511535644531
245,1.0,6.146875653948102,374.0181884765625
246,0.9955357142857143,5.744196976934161,306.13922119140625
247,1.0,5.917857774666378,331.7146301269531
248,1.0,5.990179147039141,341.8237609863281
249,1.0,6.040179031235831,349.2366027832031
250,1.0,6.019197004181998,341.5322265625
251,1.0,5.808482825756073,310.7561340332031
252,1.0,5.925000616482326,326.1417236328125
253,1.0,6.185268546853747,367.2743835449219
254,0.9955357142857143,6.078125732285636,323.1487121582031
255,1.0,6.091071793011257,347.21075439453125
256,1.0,6.098661312035152,346.557861328125
257,1.0,6.127232585634504,347.5614929199219
258,1.0,6.164732779775347,352.6289367675781
259,1.0,6.066072038241795,336.6109924316406
260,1.0,6.241518412317548,361.9663391113281
261,1.0,5.890179089137486,305.89208984375
262,1.0,5.979911344391959,318.7401123046875
263,1.0,6.357143725667681,373.7220153808594
264,1.0,5.904018385069711,304.9536437988281
265,1.0,5.917411259242466,305.300537109375
266,0.9955357142857143,5.910268374851772,287.0013122558594
267,1.0,6.054465072495597,321.3606262207031
268,0.9955357142857143,5.903572031429836,297.2421875
269,0.9955357142857143,6.024331084319523,307.8944091796875
270,0.9955357142857143,6.1781258923666815,314.21588134765625
271,0.9955357142857143,6.04017926965441,302.3787841796875
272,1.0,5.914286358015878,295.1101989746094
273,1.0,5.94285774230957,297.1266174316406
274,1.0,6.010714905602591,305.5381164550781
275,1.0,6.0901791879108975,316.3905029296875
276,1.0,5.923661266054426,294.0853271484375
277,1.0,6.02098274230957,303.8479309082031
278,1.0,6.1794648851667136,322.700439453125
279,1.0,5.952232692922864,292.6861267089844
280,0.9955357142857143,5.964286242212568,276.2921447753906
281,1.0,5.951786415917533,290.179931640625
282,1.0,6.095982789993286,307.99859619140625
283,0.9955357142857143,6.114732895578657,292.1754455566406
284,1.0,5.974107759339469,291.236328125
285,1.0,6.1183041504451205,307.8022155761719
286,1.0,5.88883980682918,279.8860778808594
287,1.0,5.984821966716221,287.84930419921875
288,1.0,6.20937579870224,316.2083740234375
289,1.0,5.895536388669695,278.5598449707031
290,1.0,5.94464339528765,282.9469909667969
291,1.0,5.811161237103598,268.3039855957031
292,1.0,5.812500519411905,266.38555908203125
293,1.0,5.914732890469687,277.3561096191406
294,1.0,5.921875493867057,278.2268981933594
295,1.0,6.0687505177089145,292.5524597167969
296,0.9955357142857143,6.036607674189976,284.740234375
297,1.0,6.107589891978672,295.5309143066406
298,0.9955357142857143,5.997991647039141,270.573486328125
299,1.0,6.011161233697619,284.84393310546875
300,1.0,5.919643444674356,273.299072265625
301,1.0,5.8566970484597345,266.4217529296875
302,1.0,6.089732800211225,288.250244140625
303,1.0,6.158036223479679,295.86376953125
304,1.0,6.1071434531893045,289.4762268066406
305,1.0,6.012500609670367,278.7610168457031
306,1.0,5.944196956498282,271.0553283691406
307,0.9955357142857143,6.044197159154074,278.8335876464844
308,1.0,5.902679102761405,266.6688537597656
309,1.0,6.095089827265058,284.3514099121094
310,1.0,6.156697009290967,290.6136474609375
311,1.0,6.061161288193294,278.8680419921875
312,1.0,6.081250650542123,281.3128356933594
313,1.0,6.112054126603263,284.5173645019531
314,0.9955357142857143,5.915179099355425,267.8354187011719
315,1.0,6.0062505432537625,273.28143310546875
316,0.9955357142857143,5.9053577695574075,251.09561157226562
317,0.9955357142857143,5.939286266054426,264.18548583984375
318,1.0,5.893750616482326,262.2255554199219
319,1.0,6.086161255836487,276.47137451171875
320,1.0,5.989732835974012,267.2857360839844
321,1.0,5.961607890469687,265.1589050292969
322,1.0,6.037054232188633,270.0965576171875
323,1.0,5.986161342688969,263.89886474609375
324,1.0,5.918304102761405,256.9888916015625
325,1.0,5.949107791696276,257.5853271484375
326,0.9955357142857143,5.864732776369367,246.62095642089844
327,1.0,5.966072125094278,254.69439697265625
328,1.0,6.131250534738813,269.2612609863281
329,1.0,6.126339937959399,266.3357238769531
330,1.0,6.195536392075675,274.04803466796875
331,1.0,5.9392862149647305,249.5797882080078
332,1.0,6.083036269460406,261.1730041503906
333,1.0,5.919643368039813,244.752197265625
334,1.0,6.09107198034014,259.38238525390625
335,1.0,6.107143495764051,260.7349853515625
336,1.0,6.0660721233912875,254.13693237304688
337,0.9955357142857143,5.912500534738813,228.12916564941406
338,1.0,6.034822055271694,247.052001953125
339,1.0,5.929911204746792,235.0272674560547
340,1.0,6.181250691413879,257.4670104980469
341,1.0,6.166072402681623,255.2978057861328
342,1.0,5.972322063786643,233.2340850830078
343,0.9955357142857143,5.948884589331491,229.0678253173828
344,1.0,6.015179216861725,232.6299285888672
345,1.0,6.037054257733481,232.58778381347656
346,1.0,6.002679118088314,226.25054931640625
347,1.0,6.037500636918204,227.64405822753906
348,0.9910714285714286,5.578348679201944,179.1135711669922
349,1.0,5.904911356312888,210.8914337158203
350,1.0,6.039286128112248,219.87246704101562
351,1.0,6.080357687813895,219.41697692871094
352,1.0,6.227679354803903,229.37905883789062
353,1.0,6.05000056539263,209.9504852294922
354,1.0,6.234822077410562,224.4464874267578
355,0.9955357142857143,5.97232186794281,192.2313690185547
356,1.0,6.1897328070231845,212.38613891601562
357,1.0,6.243304218564715,214.7313232421875
358,1.0,6.0745541368212015,195.04661560058594
359,1.0,5.91875056709562,179.27285766601562
360,1.0,6.104464956692287,192.0654754638672
361,0.9955357142857143,6.173438216958727,192.21231079101562
362,1.0,5.952232820647104,172.82232666015625
363,0.9955357142857143,6.0250004529953,165.78323364257812
364,0.9955357142857143,5.887053992067065,159.70542907714844
365,1.0,6.115179317338126,174.63897705078125
366,1.0,6.05625068289893,165.43247985839844
367,1.0,6.058482646942139,160.92578125
368,1.0,6.155357735497611,166.31190490722656
369,1.0,6.149107933044434,162.10914611816406
370,1.0,5.97901839017868,144.2404022216797
371,1.0,6.230357800211225,163.2261199951172
372,1.0,5.952679310526166,137.62603759765625
373,0.9955357142857143,5.960268531526838,124.0999755859375
374,0.9955357142857143,6.01116133587701,125.40564727783203
375,1.0,6.197768458298275,147.7102508544922
376,1.0,5.908482909202576,121.82965087890625
377,0.9955357142857143,5.962500657354083,112.80988311767578
378,1.0,5.921875493867057,116.07070922851562
379,1.0,5.887054230485644,110.37359619140625
380,0.9955357142857143,6.050893357821873,111.01191711425781
381,1.0,6.007143650736127,114.15949249267578
382,1.0,5.846875514302935,99.06076049804688
383,1.0,6.033929203237806,109.9804916381836
384,1.0,5.896429130009243,98.33597564697266
385,1.0,5.964286412511553,99.11286926269531
386,1.0,5.985268422535488,98.3590087890625
387,1.0,6.025446772575378,98.16661071777344
388,1.0,6.063839861324856,98.25150299072266
389,1.0,5.877679194722857,84.22047424316406
390,1.0,6.060268368039813,91.59349060058594
391,1.0,6.107143436159406,92.64327239990234
392,1.0,6.117857643536159,90.86790466308594
393,1.0,5.990625509193966,80.758544921875
394,1.0,5.9464291504451205,76.2571029663086
395,1.0,6.055804218564715,78.32671356201172
396,1.0,5.94910762991224,70.63140106201172
397,0.9955357142857143,5.873661296708243,58.69453811645508
398,0.9955357142857143,6.066741739000593,66.16996002197266
399,1.0,6.129018374851772,78.36995697021484
400,1.0,5.979018245424543,64.97980499267578
401,1.0,6.031250519411905,65.65873718261719
402,1.0,6.110268405505589,70.21570587158203
403,1.0,5.8897327695574075,54.83015441894531
404,0.9955357142857143,5.662946939468384,49.206809997558594
405,1.0,6.131250739097595,65.77630615234375
406,1.0,6.16250079018729,66.87226104736328
407,0.9955357142857143,6.0631701946258545,53.54404830932617
408,1.0,6.029465002673013,54.80211639404297
409,1.0,6.140625544956753,59.85067367553711
410,1.0,6.084821769169399,54.6762809753418
411,1.0,6.164732677595956,57.40522003173828
412,1.0,5.910268289702279,47.79084396362305
413,1.0,5.98571469102587,47.041748046875
414,1.0,5.916964735303607,44.59403991699219
415,1.0,6.026786242212568,46.41677474975586
416,0.9955357142857143,6.0049112524305075,41.43943405151367
417,0.9955357142857143,5.898661366530827,38.46641540527344
418,0.9955357142857143,5.9662952082497736,40.48109817504883
419,1.0,6.009821917329516,45.87112808227539
420,1.0,6.158929203237806,54.043434143066406
421,1.0,5.922322000776019,37.44236373901367
422,1.0,5.962054184504917,37.08771896362305
423,0.9955357142857143,6.030134584222521,38.192745208740234
424,0.9955357142857143,5.924554211752755,33.20760726928711
425,1.0,6.166072079113552,42.22945785522461
426,1.0,6.053125824247088,36.92857360839844
427,0.9955357142857143,5.994197045053754,31.56173324584961
428,1.0,6.178572058677673,40.05990219116211
429,1.0,5.8843754529953,29.790063858032227
430,1.0,6.005804223673684,31.110435485839844
431,1.0,6.009375878742763,31.689517974853516
432,1.0,6.028125575610569,31.65080451965332
433,1.0,6.15223274912153,37.99567413330078
434,0.9955357142857143,5.816964932850429,22.200376510620117
435,0.9955357142857143,5.976116606167385,22.843944549560547
436,0.9955357142857143,5.987054194722857,22.942554473876953
437,1.0,6.171875740800585,35.61161422729492
438,1.0,6.010714973722186,25.58993911743164
439,1.0,6.024107711655753,24.564258575439453
440,1.0,6.0562507425035745,24.70780372619629
441,0.9955357142857143,5.989732904093606,23.02617645263672
442,1.0,5.918304119791303,23.014944076538086
443,0.9955357142857143,5.76339327437537,20.56780433654785
444,1.0,6.1174114516803195,27.219255447387695
445,0.9955357142857143,5.744197070598602,16.604618072509766
446,1.0,6.0397326690810065,27.446596145629883
447,1.0,5.945089851106916,25.60788917541504
448,1.0,5.90937556539263,23.206279754638672
449,1.0,6.004464830671038,28.109487533569336
450,1.0,6.109375698225839,32.63076400756836
451,1.0,6.037500577313559,23.80661392211914
452,1.0,5.9397327814783365,16.676513671875
453,1.0,6.158036249024527,23.8359432220459
454,1.0,6.069197058677673,18.321924209594727
455,1.0,6.07767915725708,18.738082885742188
456,1.0,5.856696963310242,24.206260681152344
457,0.9955357142857143,5.98750045469829,19.660350799560547
458,1.0,6.12321492603847,17.641218185424805
459,1.0,6.259821959904262,21.492883682250977
460,1.0,6.0433041368212015,14.239248275756836
461,1.0,6.102232805320194,15.533613204956055
462,1.0,5.896875773157392,12.56135082244873
463,1.0,6.1754471489361356,21.69774627685547
464,1.0,6.056250640324184,15.591635704040527
465,1.0,6.007143471922193,13.191812515258789
466,0.9955357142857143,5.93303656578064,10.693540573120117
467,1.0,6.001786266054426,11.613044738769531
468,1.0,6.060268316950117,13.221906661987305
469,1.0,6.173215074198587,16.80084991455078
470,1.0,5.982589960098267,10.980711936950684
471,1.0,6.061607820647104,11.847466468811035
472,1.0,6.1660719854491095,14.598243713378906
473,0.9955357142857143,5.948214743818555,10.461397171020508
474,1.0,5.801340094634464,12.62412166595459
475,1.0,5.9821435042790005,9.462446212768555
476,1.0,5.984822171075003,9.514008522033691
477,0.9955357142857143,5.9982148834637234,8.335281372070312
478,0.9910714285714286,5.751786155360086,14.655974388122559
479,1.0,6.03794709273747,11.36749267578125
480,1.0,6.100893616676331,12.95670223236084
481,0.9955357142857143,5.7379469360624045,8.394367218017578
482,1.0,6.032589980534145,10.053404808044434
483,0.9955357142857143,5.891071975231171,6.32049036026001
484,1.0,6.136161395481655,14.204194068908691
485,1.0,5.909822055271694,6.886146068572998
486,1.0,6.083482767854418,10.99077320098877
487,1.0,6.1227685042790005,10.503849983215332
488,1.0,6.076786518096924,8.022908210754395
489,1.0,6.109375783375332,8.203174591064453
490,0.9910714285714286,5.935268436159406,12.80005168914795
491,0.9955357142857143,5.923661402293614,9.533520698547363
492,1.0,5.9250006675720215,8.931652069091797
493,0.9955357142857143,6.058036310332162,5.318065166473389
494,1.0,6.083482648645129,6.368516445159912
495,1.0,6.0165183288710455,5.658981800079346
496,1.0,5.885714863027845,5.309393405914307
497,1.0,6.011161310332162,6.055730819702148
498,1.0,6.191072114876339,14.37215518951416
499,0.9955357142857143,5.989286303520203,4.59954309463501
500,1.0,6.113393272672381,8.661375999450684
