strategy,game_id,round,coop_rate,avg_capital,high_risk_ratio,gini
static,157,1,0.6600000262260437,10.263999938964844,0.0,0.015588468872010708
static,158,1,0.6800000071525574,10.27199935913086,0.0,0.015249223448336124
static,159,1,0.6200000047683716,10.24799919128418,0.0,0.012677598744630814
static,160,1,0.7599999904632568,10.303999900817871,0.0,0.012655282393097878
static,161,1,0.7599999904632568,10.303999900817871,0.0,0.014922360889613628
static,162,1,0.800000011920929,10.319999694824219,0.0,0.011550390161573887
static,163,1,0.7400000095367432,10.295999526977539,0.0,0.012043514288961887
static,164,1,0.7799999713897705,10.311999320983887,0.0,0.01399534847587347
static,165,1,0.7400000095367432,10.295999526977539,0.0,0.00989899504929781
static,166,1,0.7599999904632568,10.303998947143555,0.0,0.014052795246243477
static,167,1,0.800000011920929,10.319999694824219,0.0,0.01351938210427761
static,168,1,0.6800000071525574,10.272000312805176,0.0,0.01204050425440073
static,169,1,0.7799999713897705,10.311999320983887,0.0,0.008626848459243774
static,170,1,0.6399999856948853,10.255999565124512,0.0,0.014524183236062527
static,171,1,0.6200000047683716,10.24799919128418,0.0,0.01620609126985073
static,172,1,0.6800000071525574,10.27199935913086,0.0,0.011448601260781288
static,173,1,0.7400000095367432,10.295999526977539,0.0,0.01634809747338295
static,174,1,0.7200000286102295,10.288000106811523,0.0,0.012488337233662605
static,175,1,0.7599999904632568,10.303998947143555,0.0,0.015093172900378704
static,176,1,0.800000011920929,10.319999694824219,0.0,0.00961240753531456
static,177,1,0.7599999904632568,10.303998947143555,0.0,0.014114907942712307
static,178,1,0.6600000262260437,10.263999938964844,0.0,0.013920499011874199
static,179,1,0.6600000262260437,10.263999938964844,0.0,0.011956355534493923
static,180,1,0.699999988079071,10.279999732971191,0.0,0.014988331124186516
static,181,1,0.7400000095367432,10.295999526977539,0.0,0.01493395958095789
static,182,1,0.8799999952316284,10.351999282836914,0.0,0.009335397742688656
static,183,1,0.7599999904632568,10.303999900817871,0.0,0.013229815289378166
static,184,1,0.6200000047683716,10.24799919128418,0.0,0.013848558068275452
static,185,1,0.8799999952316284,10.351999282836914,0.0,0.009582691825926304
static,186,1,0.6600000262260437,10.263999938964844,0.0,0.01320343092083931
static,187,1,0.6399999856948853,10.256000518798828,0.0,0.01783151552081108
static,188,1,0.699999988079071,10.279999732971191,0.0,0.015859922394156456
static,189,1,0.7400000095367432,10.295999526977539,0.0,0.015975138172507286
static,190,1,0.7599999904632568,10.303998947143555,0.0,0.015201868489384651
static,191,1,0.7799999713897705,10.311999320983887,0.0,0.012459272518754005
static,192,1,0.699999988079071,10.279999732971191,0.0,0.014645916409790516
static,193,1,0.6600000262260437,10.263999938964844,0.0,0.012751362286508083
static,194,1,0.6600000262260437,10.263999938964844,0.0,0.015884649008512497
static,195,1,0.7200000286102295,10.287999153137207,0.0,0.015427685342729092
static,196,1,0.7799999713897705,10.311999320983887,0.0,0.01145074050873518
static,197,1,0.800000011920929,10.319999694824219,0.0,0.013271321542561054
static,198,1,0.800000011920929,10.319999694824219,0.0,0.013829459436237812
static,199,1,0.6800000071525574,10.27199935913086,0.0,0.012772586196660995
